"date","geography","geography code","Rural Urban","Sex: All persons; Industry: All categories: Industry; measures: Value","Sex: All persons; Industry: A Agriculture, forestry and fishing; measures: Value","Sex: All persons; Industry: B Mining and quarrying; measures: Value","Sex: All persons; Industry: C Manufacturing; measures: Value","Sex: All persons; Industry: D Electricity, gas, steam and air conditioning supply ; measures: Value","Sex: All persons; Industry: E Water supply; sewerage, waste management and remediation activities; measures: Value","Sex: All persons; Industry: F Construction; measures: Value","Sex: All persons; Industry: G Wholesale and retail trade; repair of motor vehicles and motor cycles; measures: Value","Sex: All persons; Industry: H Transport and storage; measures: Value","Sex: All persons; Industry: I Accommodation and food service activities; measures: Value","Sex: All persons; Industry: J Information and communication; measures: Value","Sex: All persons; Industry: K Financial and insurance activities; measures: Value","Sex: All persons; Industry: L Real estate activities; measures: Value","Sex: All persons; Industry: M Professional, scientific and technical activities; measures: Value","Sex: All persons; Industry: N Administrative and support service activities; measures: Value","Sex: All persons; Industry: O Public administration and defence; compulsory social security; measures: Value","Sex: All persons; Industry: P Education; measures: Value","Sex: All persons; Industry: Q Human health and social work activities; measures: Value","Sex: All persons; Industry: R, S, T, U Other; measures: Value","Sex: Males; Industry: All categories: Industry; measures: Value","Sex: Males; Industry: A Agriculture, forestry and fishing; measures: Value","Sex: Males; Industry: B Mining and quarrying; measures: Value","Sex: Males; Industry: C Manufacturing; measures: Value","Sex: Males; Industry: D Electricity, gas, steam and air conditioning supply ; measures: Value","Sex: Males; Industry: E Water supply; sewerage, waste management and remediation activities; measures: Value","Sex: Males; Industry: F Construction; measures: Value","Sex: Males; Industry: G Wholesale and retail trade; repair of motor vehicles and motor cycles; measures: Value","Sex: Males; Industry: H Transport and storage; measures: Value","Sex: Males; Industry: I Accommodation and food service activities; measures: Value","Sex: Males; Industry: J Information and communication; measures: Value","Sex: Males; Industry: K Financial and insurance activities; measures: Value","Sex: Males; Industry: L Real estate activities; measures: Value","Sex: Males; Industry: M Professional, scientific and technical activities; measures: Value","Sex: Males; Industry: N Administrative and support service activities; measures: Value","Sex: Males; Industry: O Public administration and defence; compulsory social security; measures: Value","Sex: Males; Industry: P Education; measures: Value","Sex: Males; Industry: Q Human health and social work activities; measures: Value","Sex: Males; Industry: R, S, T, U Other; measures: Value","Sex: Females; Industry: All categories: Industry; measures: Value","Sex: Females; Industry: A Agriculture, forestry and fishing; measures: Value","Sex: Females; Industry: B Mining and quarrying; measures: Value","Sex: Females; Industry: C Manufacturing; measures: Value","Sex: Females; Industry: D Electricity, gas, steam and air conditioning supply ; measures: Value","Sex: Females; Industry: E Water supply; sewerage, waste management and remediation activities; measures: Value","Sex: Females; Industry: F Construction; measures: Value","Sex: Females; Industry: G Wholesale and retail trade; repair of motor vehicles and motor cycles; measures: Value","Sex: Females; Industry: H Transport and storage; measures: Value","Sex: Females; Industry: I Accommodation and food service activities; measures: Value","Sex: Females; Industry: J Information and communication; measures: Value","Sex: Females; Industry: K Financial and insurance activities; measures: Value","Sex: Females; Industry: L Real estate activities; measures: Value","Sex: Females; Industry: M Professional, scientific and technical activities; measures: Value","Sex: Females; Industry: N Administrative and support service activities; measures: Value","Sex: Females; Industry: O Public administration and defence; compulsory social security; measures: Value","Sex: Females; Industry: P Education; measures: Value","Sex: Females; Industry: Q Human health and social work activities; measures: Value","Sex: Females; Industry: R, S, T, U Other; measures: Value"
"2011","Darlington","E06000005","Total",49014,303,117,4900,185,295,3743,8107,2525,2698,2165,1880,500,2225,2086,3808,4211,7259,2007,25264,221,107,3905,154,246,3268,4031,2045,1173,1208,737,202,1284,1119,2019,1212,1581,752,23750,82,10,995,31,49,475,4076,480,1525,957,1143,298,941,967,1789,2999,5678,1255
"2011","County Durham","E06000047","Total",227894,2124,922,29983,2417,2197,18824,33261,10272,12257,4564,5063,2699,8789,9165,19738,23836,31923,9860,118472,1622,847,23464,1279,1692,16951,16238,8345,4516,3065,1919,1251,4803,5131,9721,7452,6278,3898,109422,502,75,6519,1138,505,1873,17023,1927,7741,1499,3144,1448,3986,4034,10017,16384,25645,5962
"2011","Hartlepool","E06000001","Total",37767,139,267,4410,666,539,3764,5657,1575,1938,645,789,588,1511,1603,2552,3641,5829,1654,19511,114,259,3656,501,417,3450,2448,1327,701,465,308,268,951,830,1238,929,1030,619,18256,25,8,754,165,122,314,3209,248,1237,180,481,320,560,773,1314,2712,4799,1035
"2011","Middlesbrough","E06000002","Total",54547,82,387,4430,490,380,4620,9124,3002,3705,1266,1358,702,2253,2628,3197,5362,9116,2445,28197,52,375,3566,410,348,4267,4505,2578,1660,899,537,316,1406,1409,1537,1485,1879,968,26350,30,12,864,80,32,353,4619,424,2045,367,821,386,847,1219,1660,3877,7237,1477
"2011","Northumberland","E06000057","Total",146901,3739,770,13569,858,1060,11629,21477,6210,8794,3657,3480,2164,7616,5642,13421,13081,22591,7143,75848,2886,741,10485,705,886,10373,10436,4905,3523,2436,1482,1091,4236,3239,7099,3656,4921,2748,71053,853,29,3084,153,174,1256,11041,1305,5271,1221,1998,1073,3380,2403,6322,9425,17670,4395
"2011","Redcar and Cleveland","E06000003","Total",56354,285,1126,5815,693,444,4976,8830,2651,3027,963,1103,898,2635,2441,3624,5545,8787,2511,28719,222,1087,4837,587,385,4505,4105,2145,1038,669,391,417,1586,1320,1715,1415,1378,917,27635,63,39,978,106,59,471,4725,506,1989,294,712,481,1049,1121,1909,4130,7409,1594
"2011","Stockton-on-Tees","E06000004","Total",87122,221,617,8672,1085,651,7200,14458,4022,4379,2086,2713,1125,4854,3900,5958,8721,12928,3532,44908,169,584,6796,780,554,6398,7326,3230,1753,1382,1010,461,3107,2131,3005,2367,2505,1350,42214,52,33,1876,305,97,802,7132,792,2626,704,1703,664,1747,1769,2953,6354,10423,2182
"2011","Gateshead","E08000037","Total",91877,153,160,9547,773,555,7204,15415,4735,4993,2926,2759,1305,4319,4355,7352,8338,12984,4004,47337,112,151,7650,479,443,6408,7388,3750,2173,1992,1108,571,2324,2312,3522,2633,2737,1584,44540,41,9,1897,294,112,796,8027,985,2820,934,1651,734,1995,2043,3830,5705,10247,2420
"2011","Newcastle upon Tyne","E08000021","Total",119335,153,231,7315,691,537,7613,17779,5520,10314,4470,3817,1704,7307,5732,8517,12662,18794,6179,62768,114,213,5784,484,464,6906,8860,4505,5414,3203,1767,841,4178,3171,4189,4553,5316,2806,56567,39,18,1531,207,73,707,8919,1015,4900,1267,2050,863,3129,2561,4328,8109,13478,3373
"2011","North Tyneside","E08000022","Total",96026,127,393,7883,671,553,7054,13861,4270,4992,3917,3196,1267,4986,4125,10539,9789,14087,4316,48859,105,378,6321,498,467,6294,6868,3476,2214,2545,1392,501,2732,2247,4829,3081,3105,1806,47167,22,15,1562,173,86,760,6993,794,2778,1372,1804,766,2254,1878,5710,6708,10982,2510
"2011","South Tyneside","E08000023","Total",64622,65,516,7406,520,438,5328,9634,3613,3385,1620,1763,882,2542,3009,5705,5738,9616,2842,33531,60,499,5995,351,359,4809,4533,3017,1415,1071,691,404,1420,1696,2677,1730,1783,1021,31091,5,17,1411,169,79,519,5101,596,1970,549,1072,478,1122,1313,3028,4008,7833,1821
"2011","Sunderland","E08000024","Total",121511,132,441,14065,2138,983,9345,19613,6325,6813,2825,4684,2028,3841,6028,9471,10845,16641,5293,62514,97,416,11459,987,834,8492,9632,5122,2823,1861,1709,986,2127,3001,4261,3242,3314,2151,58997,35,25,2606,1151,149,853,9981,1203,3990,964,2975,1042,1714,3027,5210,7603,13327,3142
"2011","Blackburn with Darwen","E06000008","Total",60523,139,26,9741,194,417,3871,10759,2692,2961,1721,1179,755,2491,2754,3385,6195,8936,2307,33440,98,25,7444,153,356,3404,6459,2321,1568,1154,584,395,1329,1554,1679,1605,2206,1106,27083,41,1,2297,41,61,467,4300,371,1393,567,595,360,1162,1200,1706,4590,6730,1201
"2011","Blackpool","E06000009","Total",61419,73,42,4895,242,315,4434,9967,2929,7438,1266,1706,634,1950,2796,5750,4089,9171,3722,31451,61,41,3706,200,288,4015,5116,2454,3617,890,710,291,959,1622,2425,1118,2087,1851,29968,12,1,1189,42,27,419,4851,475,3821,376,996,343,991,1174,3325,2971,7084,1871
"2011","Cheshire East","E06000049","Total",181136,2611,364,22226,711,1125,10925,29530,9329,9152,7359,7579,2799,14487,8691,6629,16972,22343,8304,95118,1914,289,16160,540,868,9384,15686,7221,4058,5278,3968,1256,8018,4745,3406,4480,4391,3456,86018,697,75,6066,171,257,1541,13844,2108,5094,2081,3611,1543,6469,3946,3223,12492,17952,4848
"2011","Cheshire West and Chester","E06000050","Total",160138,1978,459,18485,845,1475,10220,27313,6779,9483,4993,7914,2127,11390,7504,7860,15373,18915,7025,83031,1432,410,14583,691,1178,8819,13418,5379,4150,3499,3715,935,6532,4066,4009,3933,3492,2790,77107,546,49,3902,154,297,1401,13895,1400,5333,1494,4199,1192,4858,3438,3851,11440,15423,4235
"2011","Halton","E06000006","Total",57577,88,94,7218,469,918,4255,10757,3985,2670,2237,1359,672,2589,3065,3723,4413,6881,2184,29843,63,86,5626,374,625,3772,5104,3186,982,1323,581,279,1469,1696,1591,1061,1190,835,27734,25,8,1592,95,293,483,5653,799,1688,914,778,393,1120,1369,2132,3352,5691,1349
"2011","Warrington","E06000007","Total",100856,248,85,8815,918,1856,7262,17648,6163,4744,5124,3332,1215,6825,5235,5691,8663,12627,4405,52424,176,75,6707,607,1123,6246,9144,4802,2064,3215,1608,554,3957,2801,2872,2130,2463,1880,48432,72,10,2108,311,733,1016,8504,1361,2680,1909,1724,661,2868,2434,2819,6533,10164,2525
"2011","Allerdale","E07000026","Total",46076,1569,116,6862,541,701,4348,6945,1822,3908,602,507,552,1927,1543,2794,3837,5477,2025,24175,1177,101,5427,465,588,3885,3083,1402,1509,423,160,222,1078,853,1202,973,827,800,21901,392,15,1435,76,113,463,3862,420,2399,179,347,330,849,690,1592,2864,4650,1225
"2011","Barrow-in-Furness","E07000027","Total",31257,122,165,6570,441,264,2387,4728,1296,1962,496,492,221,1000,1055,1913,2381,4539,1225,16552,94,145,5524,413,239,2109,1926,992,724,329,154,61,531,535,1060,526,757,433,14705,28,20,1046,28,25,278,2802,304,1238,167,338,160,469,520,853,1855,3782,792
"2011","Carlisle","E07000028","Total",53874,1363,75,5817,223,474,4424,10333,3567,3633,916,1010,710,2237,2190,3471,4108,6899,2424,28277,1011,73,4470,205,409,3923,5126,2957,1499,627,396,319,1058,1270,1683,1063,1235,953,25597,352,2,1347,18,65,501,5207,610,2134,289,614,391,1179,920,1788,3045,5664,1471
"2011","Copeland","E07000029","Total",32891,691,99,6578,1293,1026,3030,3746,963,2103,431,299,286,1477,1337,1804,2444,4043,1241,17546,503,92,4940,933,726,2724,1596,757,673,264,76,112,897,760,939,535,555,464,15345,188,7,1638,360,300,306,2150,206,1430,167,223,174,580,577,865,1909,3488,777
"2011","Eden","E07000030","Total",27461,2235,120,1820,74,210,2754,4455,1358,3096,370,376,368,1323,1006,1440,2456,2715,1285,14525,1679,110,1325,64,180,2425,2257,1106,1269,262,150,164,658,548,662,698,466,502,12936,556,10,495,10,30,329,2198,252,1827,108,226,204,665,458,778,1758,2249,783
"2011","South Lakeland","E07000031","Total",51672,1479,214,4631,313,270,4386,8921,1589,6155,966,885,694,2702,1911,2056,5651,5944,2905,26834,1120,188,3545,268,235,3874,4301,1252,2789,644,435,294,1513,1093,1121,1757,1175,1230,24838,359,26,1086,45,35,512,4620,337,3366,322,450,400,1189,818,935,3894,4769,1675
"2011","Bolton","E08000001","Total",123367,198,66,13184,1027,1200,10397,23310,6334,5959,3193,4336,1738,6422,6065,6931,11581,16144,5282,65347,153,63,9990,560,994,9103,12809,5222,2763,2282,1974,824,3422,3223,3314,3089,3326,2236,58020,45,3,3194,467,206,1294,10501,1112,3196,911,2362,914,3000,2842,3617,8492,12818,3046
"2011","Bury","E08000002","Total",88036,121,49,8021,393,658,6262,15322,4358,4035,3159,3836,1370,5436,4124,5288,9487,12325,3792,45419,88,44,6153,300,534,5499,8236,3543,1819,2140,1841,660,2833,2359,2680,2484,2614,1592,42617,33,5,1868,93,124,763,7086,815,2216,1019,1995,710,2603,1765,2608,7003,9711,2200
"2011","Manchester","E08000003","Total",213705,138,66,11132,838,938,9962,33550,11444,19694,8843,9028,3343,15942,14362,8452,24250,30461,11262,114297,83,53,8274,582,791,8751,17961,9182,10676,6362,5064,1772,8912,8453,4352,8825,8510,5694,99408,55,13,2858,256,147,1211,15589,2262,9018,2481,3964,1571,7030,5909,4100,15425,21951,5568
"2011","Oldham","E08000004","Total",96300,127,26,10913,427,748,8029,18287,5586,5659,2196,3145,1450,4332,4615,5077,9185,12638,3860,51644,93,24,8204,288,618,7085,9922,4562,3288,1596,1379,637,2156,2665,2438,2454,2438,1797,44656,34,2,2709,139,130,944,8365,1024,2371,600,1766,813,2176,1950,2639,6731,10200,2063
"2011","Rochdale","E08000005","Total",90753,119,41,10334,301,765,7630,16713,5530,4413,2162,2830,1385,3881,4385,4898,8711,12990,3665,47770,86,38,7774,237,624,6722,9079,4533,2202,1553,1265,670,2012,2486,2359,2130,2464,1536,42983,33,3,2560,64,141,908,7634,997,2211,609,1565,715,1869,1899,2539,6581,10526,2129
"2011","Salford","E08000006","Total",106904,107,55,8110,682,957,7735,19032,5544,7051,3645,4743,1719,6456,6643,5490,9334,14597,5004,56000,72,50,6181,465,792,6736,10062,4344,3390,2523,2294,869,3466,3726,2740,2719,3225,2346,50904,35,5,1929,217,165,999,8970,1200,3661,1122,2449,850,2990,2917,2750,6615,11372,2658
"2011","Stockport","E08000007","Total",137130,163,91,11700,918,681,10030,22003,7254,5910,5419,6758,2074,10588,6940,6791,14538,19039,6233,70877,113,85,8787,567,583,8811,11821,5472,2727,3882,3336,1017,5808,3804,3379,4068,3887,2730,66253,50,6,2913,351,98,1219,10182,1782,3183,1537,3422,1057,4780,3136,3412,10470,15152,3503
"2011","Tameside","E08000008","Total",101892,110,44,13449,830,863,8690,18057,5431,4629,2431,4164,1711,5074,4870,5932,8489,12669,4449,53107,77,42,9920,484,742,7548,9286,4407,2075,1754,1824,778,2417,2742,2722,2136,2283,1870,48785,33,2,3529,346,121,1142,8771,1024,2554,677,2340,933,2657,2128,3210,6353,10386,2579
"2011","Trafford","E08000009","Total",110912,136,101,8163,657,677,7212,17093,5340,5098,5315,5791,1837,10177,6187,5333,11557,15137,5101,57838,92,77,6145,470,533,6128,9196,4064,2561,3765,3032,926,5648,3336,2610,3296,3614,2345,53074,44,24,2018,187,144,1084,7897,1276,2537,1550,2759,911,4529,2851,2723,8261,11523,2756
"2011","Wigan","E08000010","Total",149908,274,129,17662,841,1561,15106,26920,8344,6855,3566,4210,1850,6351,8018,9278,12716,19334,6893,79220,202,120,13513,595,1311,13419,13947,6703,2723,2536,1749,722,3270,4407,4611,3383,3313,2696,70688,72,9,4149,246,250,1687,12973,1641,4132,1030,2461,1128,3081,3611,4667,9333,16021,4197
"2011","Burnley","E07000117","Total",38133,92,15,6821,112,268,2826,6386,1445,1842,767,1035,456,1310,1759,2043,3252,6000,1704,20309,69,14,5259,105,231,2555,3430,1231,898,538,472,216,663,961,976,863,1116,712,17824,23,1,1562,7,37,271,2956,214,944,229,563,240,647,798,1067,2389,4884,992
"2011","Chorley","E07000118","Total",53702,478,44,5875,232,474,4488,8899,2126,2457,1515,1382,765,3058,2458,4053,5482,7561,2355,28281,334,41,4550,187,385,3866,4975,1662,1108,1089,639,337,1565,1447,2157,1401,1521,1017,25421,144,3,1325,45,89,622,3924,464,1349,426,743,428,1493,1011,1896,4081,6040,1338
"2011","Fylde","E07000119","Total",34510,337,22,4300,109,159,2172,4607,1067,2549,1271,1500,520,2022,1294,3364,3238,4354,1625,17988,254,22,3203,88,133,1877,2377,864,1132,896,709,225,1149,739,1762,841,972,745,16522,83,0,1097,21,26,295,2230,203,1417,375,791,295,873,555,1602,2397,3382,880
"2011","Hyndburn","E07000120","Total",35993,103,24,6079,126,256,2883,6633,1771,1701,716,661,369,1273,1442,1942,3558,5004,1452,19209,79,22,4599,111,222,2591,3585,1477,775,478,254,192,617,830,901,882,984,610,16784,24,2,1480,15,34,292,3048,294,926,238,407,177,656,612,1041,2676,4020,842
"2011","Lancaster","E07000121","Total",62832,984,189,3788,1636,558,4501,9569,2981,4615,1420,1260,578,2489,2555,3316,9173,10112,3108,31931,717,161,2946,1436,472,4034,4759,2495,2027,958,526,267,1321,1387,1831,3061,2231,1302,30901,267,28,842,200,86,467,4810,486,2588,462,734,311,1168,1168,1485,6112,7881,1806
"2011","Pendle","E07000122","Total",39324,260,18,8277,56,214,2842,6885,1684,1879,763,990,500,1490,1732,1749,3599,4902,1484,21472,200,16,6193,49,187,2503,3729,1491,847,522,439,242,790,963,873,898,894,636,17852,60,2,2084,7,27,339,3156,193,1032,241,551,258,700,769,876,2701,4008,848
"2011","Preston","E07000123","Total",64180,456,32,7054,244,463,4265,11733,2967,4074,1887,1530,764,2867,3142,5023,6057,9108,2514,34176,334,29,5340,203,393,3812,6509,2467,1807,1323,716,349,1555,1717,2431,1783,2210,1198,30004,122,3,1714,41,70,453,5224,500,2267,564,814,415,1312,1425,2592,4274,6898,1316
"2011","Ribble Valley","E07000124","Total",28713,835,37,3760,78,190,2259,4328,745,1781,642,682,405,1754,902,1579,3559,3899,1278,14920,620,32,2856,67,164,1956,2415,592,733,460,356,192,949,522,757,904,839,506,13793,215,5,904,11,26,303,1913,153,1048,182,326,213,805,380,822,2655,3060,772
"2011","Rossendale","E07000125","Total",32808,107,23,4507,94,252,2878,5337,1369,1270,817,809,471,1618,1455,1948,3564,4889,1400,17006,78,22,3339,80,204,2556,2846,1053,573,578,388,200,819,790,1002,957,959,562,15802,29,1,1168,14,48,322,2491,316,697,239,421,271,799,665,946,2607,3930,838
"2011","South Ribble","E07000126","Total",55761,391,24,6800,246,571,4540,9170,2458,2168,1516,1374,847,2842,2378,5670,5413,7082,2271,28782,279,24,5242,205,463,3920,4864,1948,884,1070,620,349,1472,1335,2629,1375,1242,861,26979,112,0,1558,41,108,620,4306,510,1284,446,754,498,1370,1043,3041,4038,5840,1410
"2011","West Lancashire","E07000127","Total",51694,1394,49,5450,123,449,3801,8782,2672,2538,1174,1885,548,2549,2148,2843,5923,7118,2248,26687,948,48,4100,107,361,3306,4677,2161,1061,863,778,262,1390,1233,1426,1520,1517,929,25007,446,1,1350,16,88,495,4105,511,1477,311,1107,286,1159,915,1417,4403,5601,1319
"2011","Wyre","E07000128","Total",48558,883,102,4315,230,380,4313,7636,1987,3119,1135,1252,497,2286,1626,5252,4802,6495,2248,25064,652,101,3292,186,337,3814,4050,1663,1404,818,547,221,1257,985,2199,1293,1301,944,23494,231,1,1023,44,43,499,3586,324,1715,317,705,276,1029,641,3053,3509,5194,1304
"2011","Knowsley","E08000011","Total",61691,93,57,5977,256,576,5490,10059,4079,2922,1334,2237,918,2203,3202,4134,5136,10085,2933,30539,73,54,4654,213,479,4908,4623,3322,1042,933,806,424,1050,1662,1887,1314,2009,1086,31152,20,3,1323,43,97,582,5436,757,1880,401,1431,494,1153,1540,2247,3822,8076,1847
"2011","Liverpool","E08000012","Total",196630,159,120,12330,581,1171,12708,30032,10918,14598,5447,7178,3219,9635,10013,13872,21362,32804,10483,100361,102,111,9613,483,983,11454,14798,9016,6847,3893,3112,1544,5211,5461,6861,7286,8837,4749,96269,57,9,2717,98,188,1254,15234,1902,7751,1554,4066,1675,4424,4552,7011,14076,23967,5734
"2011","Sefton","E08000014","Total",121919,488,132,7924,391,853,9076,20109,6255,6297,3070,5485,1773,6217,5256,11196,12486,18882,6029,61647,323,125,6067,336,720,8111,10179,5191,2845,2252,2316,793,3263,3017,5630,3589,4403,2487,60272,165,7,1857,55,133,965,9930,1064,3452,818,3169,980,2954,2239,5566,8897,14479,3542
"2011","St. Helens","E08000013","Total",78580,202,70,8324,454,1087,6532,13761,4655,3522,1933,1977,1151,3310,3886,4835,7214,12267,3400,40707,159,67,6512,372,766,5823,7229,3759,1313,1309,826,566,1737,2139,2394,2003,2375,1358,37873,43,3,1812,82,321,709,6532,896,2209,624,1151,585,1573,1747,2441,5211,9892,2042
"2011","Wirral","E08000015","Total",139929,204,187,14043,642,1151,9701,20296,6228,6780,3411,4948,2312,8798,6289,10779,14484,22874,6802,71103,147,179,11236,557,998,8645,10237,5049,2957,2428,2292,1060,4606,3463,5297,4251,4938,2763,68826,57,8,2807,85,153,1056,10059,1179,3823,983,2656,1252,4192,2826,5482,10233,17936,4039
"2011","East Riding of Yorkshire","E06000011","Total",158757,4582,500,17707,1448,912,13219,25124,7417,8252,3464,3113,1781,7920,5579,12241,16998,21525,6975,83196,3515,458,13557,1212,786,11452,12809,5935,3456,2326,1411,770,4313,3184,6623,4531,4205,2653,75561,1067,42,4150,236,126,1767,12315,1482,4796,1138,1702,1011,3607,2395,5618,12467,17320,4322
"2011","Kingston upon Hull, City of","E06000010","Total",110903,426,231,16851,879,707,9306,20353,5900,6959,2007,1148,1019,3540,6394,6328,9240,14899,4716,58850,298,221,12810,560,641,8302,9693,4947,3072,1343,432,421,1825,3343,3305,2812,2937,1888,52053,128,10,4041,319,66,1004,10660,953,3887,664,716,598,1715,3051,3023,6428,11962,2828
"2011","North East Lincolnshire","E06000012","Total",70776,362,240,11045,519,387,5848,13435,5532,3808,748,942,669,2430,3044,3431,6243,9309,2784,37659,269,232,8509,461,334,5244,6736,4604,1466,516,355,270,1316,1747,1584,1510,1535,971,33117,93,8,2536,58,53,604,6699,928,2342,232,587,399,1114,1297,1847,4733,7774,1813
"2011","North Lincolnshire","E06000013","Total",78101,1198,276,15166,553,614,6201,13119,5086,3906,975,1418,741,2611,3090,3876,6577,9857,2837,42032,915,239,11979,495,534,5363,6514,3951,1414,695,502,306,1408,1720,1966,1466,1591,974,36069,283,37,3187,58,80,838,6605,1135,2492,280,916,435,1203,1370,1910,5111,8266,1863
"2011","York","E06000014","Total",98721,498,64,6571,310,467,6750,16026,4619,7805,3170,4730,1075,6164,4136,6089,12027,13113,5107,50608,376,59,4990,258,417,5883,7703,3714,3506,2332,2383,481,3404,2231,3446,4264,2909,2252,48113,122,5,1581,52,50,867,8323,905,4299,838,2347,594,2760,1905,2643,7763,10204,2855
"2011","Craven","E07000163","Total",27600,1103,114,2726,61,148,2474,4061,966,2106,610,1283,342,1647,1187,1033,3277,3389,1073,14316,860,106,1992,51,115,2205,2137,785,884,431,542,164,867,590,581,944,628,434,13284,243,8,734,10,33,269,1924,181,1222,179,741,178,780,597,452,2333,2761,639
"2011","Hambleton","E07000164","Total",45255,2349,132,3703,177,253,3415,6768,1600,2602,890,926,585,2693,1557,5588,4136,5731,2150,24165,1771,128,2796,143,211,2966,3519,1261,1037,638,458,283,1529,894,3414,1054,1193,870,21090,578,4,907,34,42,449,3249,339,1565,252,468,302,1164,663,2174,3082,4538,1280
"2011","Harrogate","E07000165","Total",81402,1997,92,5371,292,421,5744,13712,2572,5364,2658,3498,1065,6870,3466,5381,7647,10442,4810,42975,1497,83,3961,213,350,4966,7373,2077,2501,1921,1799,565,3804,1909,3458,2042,2212,2244,38427,500,9,1410,79,71,778,6339,495,2863,737,1699,500,3066,1557,1923,5605,8230,2566
"2011","Richmondshire","E07000166","Total",27795,1296,77,1678,48,134,2025,3143,800,2129,485,367,336,1042,1102,7223,2013,2565,1332,16441,982,71,1267,42,111,1759,1580,635,766,298,159,170,535,579,5967,559,430,531,11354,314,6,411,6,23,266,1563,165,1363,187,208,166,507,523,1256,1454,2135,801
"2011","Ryedale","E07000167","Total",25504,1876,56,2955,60,157,2094,3998,862,1902,389,458,423,1481,889,1123,2347,2627,1807,13485,1415,54,2188,51,139,1818,2064,677,673,274,235,185,774,483,614,651,447,743,12019,461,2,767,9,18,276,1934,185,1229,115,223,238,707,406,509,1696,2180,1064
"2011","Scarborough","E07000168","Total",48359,1050,414,5026,178,246,3914,7970,1713,5795,631,635,609,1809,1700,2218,4338,7487,2626,25032,814,396,3993,167,218,3576,3711,1420,2547,423,267,270,1000,952,1334,1217,1592,1135,23327,236,18,1033,11,28,338,4259,293,3248,208,368,339,809,748,884,3121,5895,1491
"2011","Selby","E07000169","Total",43286,966,208,5053,850,423,3661,6986,2180,2063,1135,1650,488,2590,1931,2421,4000,4760,1921,22666,692,198,3822,740,340,3125,3483,1682,786,800,731,209,1346,1076,1232,924,819,661,20620,274,10,1231,110,83,536,3503,498,1277,335,919,279,1244,855,1189,3076,3941,1260
"2011","Barnsley","E08000016","Total",103579,530,447,13003,556,1047,11094,18143,5220,4664,2179,2352,1174,3852,5480,5948,9397,14209,4284,54347,372,436,9996,400,902,10045,9332,4221,1744,1402,1019,493,1967,2657,2739,2428,2617,1577,49232,158,11,3007,156,145,1049,8811,999,2920,777,1333,681,1885,2823,3209,6969,11592,2707
"2011","Doncaster","E08000017","Total",133815,712,762,14254,977,1282,13018,26026,9277,6686,2874,3253,1099,4422,6512,7818,11407,17837,5599,71019,545,693,10865,853,1077,11544,13561,7265,2450,1859,1381,474,2285,3602,4094,2934,3379,2158,62796,167,69,3389,124,205,1474,12465,2012,4236,1015,1872,625,2137,2910,3724,8473,14458,3441
"2011","Rotherham","E08000018","Total",114871,365,422,15383,715,1212,10978,20101,6194,5212,2682,3485,1009,4264,5883,6317,10818,15291,4540,60668,276,398,12340,553,1031,9784,10139,5091,1982,1799,1436,423,2272,3107,2796,2776,2704,1761,54203,89,24,3043,162,181,1194,9962,1103,3230,883,2049,586,1992,2776,3521,8042,12587,2779
"2011","Sheffield","E08000019","Total",244318,420,175,22721,688,1684,18544,37244,10214,14624,7927,8706,3476,13167,9932,13309,29847,39820,11820,127532,304,159,18050,600,1462,16527,19451,8360,6917,5875,4255,1578,7163,5609,6310,10174,9470,5268,116786,116,16,4671,88,222,2017,17793,1854,7707,2052,4451,1898,6004,4323,6999,19673,30350,6552
"2011","Bradford","E08000032","Total",218937,621,123,24761,764,1798,14553,38656,11917,12328,5619,11161,2934,10412,11010,11033,24284,28243,8720,119780,460,113,18841,607,1233,12957,22834,10039,7316,4154,5387,1367,5806,6178,5470,6643,6335,4040,99157,161,10,5920,157,565,1596,15822,1878,5012,1465,5774,1567,4606,4832,5563,17641,21908,4680
"2011","Calderdale","E08000033","Total",96645,335,102,12897,268,849,7597,14100,3784,4263,2588,7678,1266,4766,3889,5137,10492,12615,4019,50682,240,90,9894,216,662,6680,7736,3188,1925,1828,3395,610,2525,2095,2562,2837,2489,1710,45963,95,12,3003,52,187,917,6364,596,2338,760,4283,656,2241,1794,2575,7655,10126,2309
"2011","Kirklees","E08000034","Total",192397,676,187,28916,734,1593,14814,33594,9426,9242,4653,7205,2160,9828,7934,9884,20326,23558,7667,104074,487,162,21898,562,1284,12981,18731,7976,4215,3308,3461,988,5424,4438,4714,5497,4618,3330,88323,189,25,7018,172,309,1833,14863,1450,5027,1345,3744,1172,4404,3496,5170,14829,18940,4337
"2011","Leeds","E08000035","Total",355225,740,246,29611,2867,2286,25313,56612,15389,21623,12815,20741,4605,24366,18683,17527,37153,47811,16837,184048,537,223,22340,1778,1734,22010,30162,12235,10303,9003,9707,2191,12561,10322,8831,11352,11111,7648,171177,203,23,7271,1089,552,3303,26450,3154,11320,3812,11034,2414,11805,8361,8696,25801,36700,9189
"2011","Wakefield","E08000036","Total",151828,540,690,17348,1462,1301,13083,30557,9138,7234,3147,5190,2072,5939,7297,9214,12584,19139,5893,79789,395,665,12669,1161,1111,11468,16436,7305,2693,2158,2025,1037,3044,3912,4671,3038,3685,2316,72039,145,25,4679,301,190,1615,14121,1833,4541,989,3165,1035,2895,3385,4543,9546,15454,3577
